plastic_id,plastic_code,plastic_family,plastic_subtype,thickness_mm,width_mm,standard_length_m,color_code_raw,color_name_normalized,electrical_property,silicone_status_normalized,additive_flags,additive_text_raw,appearance_text_raw,an_code_raw,an_meaning_normalized,si_code_raw,ab_code_raw,status_review,remarks_raw,is_active,created_by,created_at,updated_at
f1e2d3c4-b5a6-4f1e-2d3c-4b5a6f7e8d9c,PVC-CLR-06-520-01-AN1,PVC,Film,0.6,520,100,CLR,Transparent,帯電防止,シリコン無,SI|EL|AN,シリコン無・帯電防止,シリコン無・帯電防止,AN1,耐熱,1,1,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
e2d3c4b5-a6f7-4e2d-3c4b-5a6f7e8d9c0b,PVC-CLR-06-520-01-AN2,PVC,Film,0.6,520,100,CLR,Transparent,帯電防止,シリコン無,SI|EL|AN,シリコン無・帯電防止,シリコン無・帯電防止,AN2,耐摩耗,1,1,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
d3c4b5a6-f7e8-4d3c-4b5a-6f7e8d9c0b1a,PVC-CLR-08-520-01-AN3,PVC,Film,0.8,520,100,CLR,Transparent,帯電防止,シリコン無,SI|EL|AN,シリコン無・帯電防止,シリコン無・帯電防止,AN3,防湿,1,1,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
c4b5a6f7-e8d9-4c4b-5a6f-7e8d9c0b1a2f,PVC-CLR-08-640-01-AN4,PVC,Film,0.8,640,100,CLR,Transparent,帯電防止,シリコン無,SI|EL|AN,シリコン無・帯電防止,シリコン無・帯電防止,AN4,難燃,1,1,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
b5a6f7e8-d9c0-4b5a-6f7e-8d9c0b1a2f3e,PVC-WHT-06-405-02,PVC,Film,0.6,405,100,WHT,White,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
a6f7e8d9-c0b1-4a6f-7e8d-9c0b1a2f3e4d,PVC-WHT-06-405-02-AN2,PVC,Film,0.6,405,100,WHT,White,帯電防止,シリコン無,SI|EL|AN,シリコン無・帯電防止,シリコン無・帯電防止,AN2,耐摩耗,1,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
97e6d5c4-b3a2-4f1e-0d9c-8b7a6f5e4d3c,PVC-CLR-06-640-02,PVC,Film,0.6,640,100,CLR,Transparent,シールド,シリコン付,SI|EL,シリコン付・シールド,シリコン付・シールド,,,21,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
86d5c4b3-a2f1-4e0d-9c8b-7a6f5e4d3c2b,PET-CLR-06-520-02,PET,Film,0.6,520,100,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
75c4b3a2-f1e0-4d9c-8b7a-6f5e4d3c2b1a,PET-CLR-06-520-02-SI2,PET,Film,0.6,520,100,CLR,Transparent,帯電防止,シリコン付,SI|EL,シリコン付・帯電防止,シリコン付・帯電防止,,,1,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
64b3a2f1-e0d9-4c8b-7a6f-5e4d3c2b1a0f,PET-CLR-08-520-02,PET,Film,0.8,520,100,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
53a2f1e0-d9c8-4b7a-6f5e-4d3c2b1a0f9e,PET-CLR-10-520-02,PET,Film,1.0,520,200,CLR,Transparent,,,,,,,,,0,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
42f1e0d9-c8b7-4a6f-5e4d-3c2b1a0f9e8d,PET-CLR-06-640-02,PET,Film,0.6,640,100,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
31e0d9c8-b7a6-4f5e-4d3c-2b1a0f9e8d7c,PET-WHT-06-520-02,PET,Film,0.6,520,100,WHT,White,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
20d9c8b7-a6f5-4e4d-3c2b-1a0f9e8d7c6b,PET-WHT-08-520-02,PET,Film,0.8,520,100,WHT,White,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
1fc8b7a6-f5e4-4d3c-2b1a-0f9e8d7c6b5a,PET-WHT-10-520-02,PET,Film,1.0,520,200,WHT,White,,,,,,,,0,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
0eb7a6f5-e4d3-4c2b-1a0f-9e8d7c6b5a49,PET-BLK-06-520-02,PET,Film,0.6,520,100,BLK,Black,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
fda6f5e4-d3c2-4b1a-0f9e-8d7c6b5a4938,PET-BLK-08-520-02,PET,Film,0.8,520,100,BLK,Black,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
ec95e4d3-c2b1-4a0f-9e8d-7c6b5a493827,PET-GRY-10-640-02,PET,Film,1.0,640,200,GRY,Gray,,,,,,,,0,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
db84d3c2-b1a0-4f9e-8d7c-6b5a49382716,PET-CLR-06-520-02-AN4,PET,Film,0.6,520,100,CLR,Transparent,帯電防止,シリコン無,SI|EL|AN,シリコン無・帯電防止,シリコン無・帯電防止,AN4,難燃,1,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
ca73c2b1-a0f9-4e8d-7c6b-5a4938271605,PET-CLR-06-520-02-AN5,PET,Film,0.6,520,100,CLR,Transparent,帯電防止,シリコン無,SI|EL|AN,シリコン無・帯電防止,シリコン無・帯電防止,AN5,食品対応,1,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
b962b1a0-f9e8-4d7c-6b5a-493827160504,PP-CLR-06-520-03,PP,Film,0.6,520,100,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
a851a0f9-e8d7-4c6b-5a49-382716050403,PP-CLR-08-520-03,PP,Film,0.8,520,100,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
9740f9e8-d7c6-4b5a-4938-271605040302,PP-CLR-10-520-03,PP,Film,1.0,520,200,CLR,Transparent,,,,,,,,,0,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
8630e8d7-c6b5-4a49-3827-160504030201,PP-WHT-06-520-03,PP,Film,0.6,520,100,WHT,White,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
7520d7c6-b5a4-4938-2716-050403020100,PP-WHT-08-520-03,PP,Film,0.8,520,100,WHT,White,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
6410c6b5-a493-4827-1605-040302010099,PP-WHT-09-405-03,PP,Film,0.9,405,100,WHT,White,帯電防止,シリコン付,SI|EL,シリコン付・帯電防止,シリコン付・帯電防止,,,1,1,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
5300b5a4-9382-4716-0504-030201009988,PP-WHT-10-520-03,PP,Film,1.0,520,200,WHT,White,,,,,,,,0,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
42ffa493-8271-4605-0403-020100998877,PP-WHT-10-520-03b,PP,Film,1.0,520,200,WHT,White,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
31ee9382-7160-4504-0302-010099887766,PP-BLK-06-520-03,PP,Film,0.6,520,100,BLK,Black,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
20dd8271-6050-4403-0201-009988776655,PP-BLK-08-520-03,PP,Film,0.8,520,100,BLK,Black,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
10cc7160-5040-4302-0100-998877665544,PP-BLK-10-520-03,PP,Film,1.0,520,200,BLK,Black,,,,,,,,0,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
00bb6050-4030-4201-0099-887766554433,PP-RED-06-520-03,PP,Film,0.6,520,100,RED,Red,帯電防止,シリコン付,SI|EL,シリコン付・帯電防止,シリコン付・帯電防止,,,1,1,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
ffaa4f3f-302f-4100-998f-776655443322,PP-RED-09-405-03,PP,Film,0.9,405,100,RED,Red,帯電防止,シリコン付,SI|EL,シリコン付・帯電防止,シリコン付・帯電防止,,,1,1,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
ee993e2e-201e-4f00-887e-665544332211,PP-WHT-10-440-03,PP,Film,1.0,440,200,WHT,White,帯電防止,シリコン付,SI|EL,シリコン付・帯電防止,シリコン付・帯電防止,,,1,1,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
dd882d1d-100d-4e0f-776d-554433221100,PP-CLR-06-405-04,PP,Film,0.6,405,100,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,住友ベークライト,2026-04-10 10:24:15,2026-04-10 10:24:15
cc771c0c-0f0c-4d0e-665c-443322110000,Nylon-CLR-06-520-03,Nylon,Film,0.6,520,100,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
bb660b0b-0e0b-4c0d-554b-332211000099,Nylon-CLR-08-520-03,Nylon,Film,0.8,520,100,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
aa550a0a-0d0a-4b0c-443a-221100009988,Nylon-WHT-06-520-03,Nylon,Film,0.6,520,100,WHT,White,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
99440909-0c09-4a0b-3329-110000998877,Nylon-WHT-08-520-03,Nylon,Film,0.8,520,100,WHT,White,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
88330808-0b08-490a-2218-000099887766,Nylon-BLK-06-520-03,Nylon,Film,0.6,520,100,BLK,Black,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
77220707-0a07-4809-1107-009988776655,PU-CLR-08-520-05,PU,Film,0.8,520,100,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,積水化学,2026-04-10 10:24:15,2026-04-10 10:24:15
66110606-0906-4708-0006-998877665544,PU-CLR-10-520-05,PU,Film,1.0,520,200,CLR,Transparent,,,,,,,,,0,ok,,1,積水化学,2026-04-10 10:24:15,2026-04-10 10:24:15
55000505-0805-4607-0905-887766554433,PU-WHT-08-520-05,PU,Film,0.8,520,100,WHT,White,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,積水化学,2026-04-10 10:24:15,2026-04-10 10:24:15
44ff0404-0704-4506-0804-776655443322,PE-CLR-15-640-03,PE,Film,1.5,640,100,CLR,Transparent,,,,,,,,,0,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
33ee0303-0603-4405-0703-665544332211,PE-WHT-15-640-03,PE,Film,1.5,640,100,WHT,White,,,,,,,,,0,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
22dd0202-0502-4304-0602-554433221100,PE-BLK-15-640-03,PE,Film,1.5,640,100,BLK,Black,,,,,,,,,0,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
11cc0101-0401-4203-0501-443322110099,PE-CLR-20-640-03,PE,Film,2.0,640,100,CLR,Transparent,,,,,,,,,0,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
00bb0000-0300-4102-0400-332211009988,PC-CLR-08-520-02,PC,Sheet,0.8,520,100,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
ffaa0099-0200-4001-0300-221100998877,PC-BLK-08-520-02,PC,Sheet,0.8,520,100,BLK,Black,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
ee990088-0100-4900-0200-110099887766,ABS-BLK-08-520-02,ABS,Sheet,0.8,520,100,BLK,Black,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
dd880077-0000-4800-0100-009988776655,ABS-CLR-08-520-02,ABS,Sheet,0.8,520,100,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
cc770066-ff00-4700-0000-998877665544,PVC-CLR-06-560-01,PVC,Film,0.6,560,100,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
bb660055-fe00-4600-ff00-887766554433,PVC-WHT-06-560-01,PVC,Film,0.6,560,100,WHT,White,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
aa550044-fd00-4500-fe00-776655443322,PVC-CLR-08-560-01,PVC,Film,0.8,560,100,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
99440033-fc00-4400-fd00-665544332211,PVC-CLR-06-700-01,PVC,Film,0.6,700,100,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
88330022-fb00-4300-fc00-554433221100,PVC-WHT-06-700-01,PVC,Film,0.6,700,100,WHT,White,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
77220011-fa00-4200-fb00-443322110099,PET-CLR-06-560-02,PET,Film,0.6,560,100,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
66110000-f900-4100-fa00-332211009988,PET-WHT-06-560-02,PET,Film,0.6,560,100,WHT,White,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
55000000-f800-4000-f900-221100998877,PP-WHT-09-560-03,PP,Film,0.9,560,100,WHT,White,帯電防止,シリコン付,SI|EL,シリコン付・帯電防止,シリコン付・帯電防止,,,1,1,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
44ff0099-f700-4f00-f800-110099887766,PP-WHT-09-700-03,PP,Film,0.9,700,100,WHT,White,帯電防止,シリコン付,SI|EL,シリコン付・帯電防止,シリコン付・帯電防止,,,1,1,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
33ee0088-f600-4e00-f700-009988776655,PVC-CLR-04-520-01,PVC,Film,0.4,520,200,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
22dd0077-f500-4d00-f600-998877665544,PVC-CLR-05-520-01,PVC,Film,0.5,520,200,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
11cc0066-f400-4c00-f500-887766554433,PET-CLR-04-520-02,PET,Film,0.4,520,200,CLR,Transparent,,,,,,,,,,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
00bb0055-f300-4b00-f400-776655443322,PET-CLR-05-520-02,PET,Film,0.5,520,200,CLR,Transparent,,,,,,,,,,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
ffaa0044-f200-4a00-f300-665544332211,PP-CLR-04-520-03,PP,Film,0.4,520,200,CLR,Transparent,,,,,,,,,0,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
ee990033-f100-4900-f200-554433221100,PVC-CLR-12-520-01,PVC,Film,1.2,520,50,CLR,Transparent,,,,,,,,,,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
dd880022-f000-4800-f100-443322110099,PVC-WHT-12-520-01,PVC,Film,1.2,520,50,WHT,White,,,,,,,,,,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
cc770011-ef00-4700-f000-332211009988,PVC-CLR-15-520-01,PVC,Film,1.5,520,50,CLR,Transparent,,,,,,,,,,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
bb660000-ee00-4600-ef00-221100998877,PVC-CLR-20-520-01,PVC,Film,2.0,520,50,CLR,Transparent,,,,,,,,,,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
aa550099-ed00-4500-ee00-110099887766,PP-CLR-12-520-03,PP,Film,1.2,520,50,CLR,Transparent,,,,,,,,,,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
99440088-ec00-4400-ed00-009988776655,PP-CLR-15-520-03,PP,Film,1.5,520,50,CLR,Transparent,,,,,,,,,,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
88330077-eb00-4300-ec00-998877665544,PP-CLR-20-520-03,PP,Film,2.0,520,50,CLR,Transparent,,,,,,,,,,ok,,1,三菱樹脂,2026-04-10 10:24:15,2026-04-10 10:24:15
77220066-ea00-4200-eb00-887766554433,PVC-CLR-06-300-01,PVC,Film,0.6,300,200,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
66110055-e900-4100-ea00-776655443322,PVC-WHT-06-300-01,PVC,Film,0.6,300,200,WHT,White,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
55000044-e800-4000-e900-665544332211,PVC-CLR-06-350-01,PVC,Film,0.6,350,200,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
44ff0033-e700-4f00-e800-554433221100,PVC-CLR-06-380-01,PVC,Film,0.6,380,200,CLR,Transparent,帯電防止,シリコン無,SI|EL,シリコン無・帯電防止,シリコン無・帯電防止,,,1,1,ok,,1,YSD,2026-04-10 10:24:15,2026-04-10 10:24:15
33ee0022-e600-4e00-e700-443322110099,PET-CLR-06-300-02,PET,Film,0.6,300,200,CLR,Transparent,,,,,,,,,,ok,,1,東レ,2026-04-10 10:24:15,2026-04-10 10:24:15
